Timestamp	Source Workgroup	Source IP	Source Port	Destination Workgroup	Destination IP	Destination Port	Application	Protocol	Packet Size(B)
2010-12-01 23:01:30	Atlanta	10.0.0.1	60938	Texas	10.0.0.25	80	HTTP	UDP	4097
2010-12-01 23:01:31	Atlanta	10.0.0.1	64331	Texas	10.0.0.30	80	HTTP	UDP	3268
2010-12-01 23:01:32	Atlanta	10.0.0.1	55162	Texas	10.0.0.30	80	HTTP	UDP	4886
2010-12-01 23:01:33	Atlanta	10.0.0.1	60274	Texas	10.0.0.25	80	HTTP	UDP	5935
2010-12-01 23:01:34	Atlanta	10.0.0.1	52038	Texas	10.0.0.27	80	HTTP	UDP	2956
2010-12-01 23:01:35	Atlanta	10.0.0.1	59052	Texas	10.0.0.28	80	HTTP	UDP	2924
2010-12-01 23:01:36	Atlanta	10.0.0.1	57104	Texas	10.0.0.27	80	HTTP	UDP	2881
2010-12-01 23:01:37	Atlanta	10.0.0.1	52978	Texas	10.0.0.29	80	HTTP	UDP	5284
2010-12-01 23:01:38	Atlanta	10.0.0.1	56424	Texas	10.0.0.27	80	HTTP	UDP	2322
2010-12-01 23:01:39	Atlanta	10.0.0.1	59631	Texas	10.0.0.25	80	HTTP	UDP	5628
2010-12-01 23:01:40	Atlanta	10.0.0.1	49471	Texas	10.0.0.28	80	HTTP	UDP	2956
2010-12-01 23:01:41	Atlanta	10.0.0.1	61732	Texas	10.0.0.26	80	HTTP	UDP	2652
2010-12-01 23:01:42	Atlanta	10.0.0.1	57781	Texas	10.0.0.29	80	HTTP	UDP	2038
2010-12-01 23:01:43	Atlanta	10.0.0.1	54441	Texas	10.0.0.27	80	HTTP	UDP	4771
2010-12-01 23:01:44	Atlanta	10.0.0.1	52907	Texas	10.0.0.28	80	HTTP	UDP	5540
2010-12-01 23:01:45	Atlanta	10.0.0.1	61499	Texas	10.0.0.29	80	HTTP	UDP	4287
2010-12-01 23:01:46	Atlanta	10.0.0.1	54134	Texas	10.0.0.27	80	HTTP	UDP	3568
2010-12-01 23:01:47	Atlanta	10.0.0.1	62705	Texas	10.0.0.30	80	HTTP	UDP	4598
2010-12-01 23:01:48	Atlanta	10.0.0.1	51139	Texas	10.0.0.30	80	HTTP	UDP	3864
2010-12-01 23:01:49	Atlanta	10.0.0.1	61524	Texas	10.0.0.30	80	HTTP	UDP	3171
2010-12-01 23:01:50	Atlanta	10.0.0.1	57084	Texas	10.0.0.28	80	HTTP	UDP	2934
2010-12-01 23:01:51	Atlanta	10.0.0.1	65037	Texas	10.0.0.30	80	HTTP	UDP	3970
2010-12-01 23:01:52	Atlanta	10.0.0.1	63733	Texas	10.0.0.25	80	HTTP	UDP	4774
2010-12-01 23:01:53	Atlanta	10.0.0.1	63231	Texas	10.0.0.28	80	HTTP	UDP	2001
2010-12-01 23:01:54	Atlanta	10.0.0.1	62638	Texas	10.0.0.28	80	HTTP	UDP	5841
2010-12-01 23:01:55	Atlanta	10.0.0.1	49186	Texas	10.0.0.25	80	HTTP	UDP	2554
2010-12-01 23:01:56	Atlanta	10.0.0.1	59049	Texas	10.0.0.30	80	HTTP	UDP	2975
2010-12-01 23:01:57	Atlanta	10.0.0.1	52509	Texas	10.0.0.25	80	HTTP	UDP	3415
2010-12-01 23:01:58	Atlanta	10.0.0.1	53384	Texas	10.0.0.26	80	HTTP	UDP	4948
2010-12-01 23:01:59	Atlanta	10.0.0.1	55364	Texas	10.0.0.28	80	HTTP	UDP	4893
2010-12-01 23:02:00	Atlanta	10.0.0.1	59979	Texas	10.0.0.28	80	HTTP	UDP	5543
2010-12-01 23:02:01	Atlanta	10.0.0.1	55244	Texas	10.0.0.27	80	HTTP	UDP	4903
2010-12-01 23:02:02	Atlanta	10.0.0.1	65421	Texas	10.0.0.27	80	HTTP	UDP	2602
2010-12-01 23:02:03	Atlanta	10.0.0.1	62404	Texas	10.0.0.26	80	HTTP	UDP	4150
2010-12-01 23:02:04	Atlanta	10.0.0.1	56126	Texas	10.0.0.27	80	HTTP	UDP	4415
2010-12-01 23:02:05	Atlanta	10.0.0.1	56581	Texas	10.0.0.28	80	HTTP	UDP	2562
2010-12-01 23:02:06	Atlanta	10.0.0.1	51095	Texas	10.0.0.29	80	HTTP	UDP	4379
2010-12-01 23:02:07	Atlanta	10.0.0.1	63279	Texas	10.0.0.27	80	HTTP	UDP	5223
2010-12-01 23:02:08	Atlanta	10.0.0.1	58623	Texas	10.0.0.29	80	HTTP	UDP	3398
2010-12-01 23:02:09	Atlanta	10.0.0.1	49183	Texas	10.0.0.29	80	HTTP	UDP	3171
2010-12-01 23:02:10	Atlanta	10.0.0.1	65403	Texas	10.0.0.30	80	HTTP	UDP	5483
2010-12-01 23:02:11	Atlanta	10.0.0.1	59350	Texas	10.0.0.28	80	HTTP	UDP	3634
2010-12-01 23:02:12	Atlanta	10.0.0.1	64758	Texas	10.0.0.27	80	HTTP	UDP	5594
2010-12-01 23:02:13	Atlanta	10.0.0.1	52317	Texas	10.0.0.29	80	HTTP	UDP	5634
2010-12-01 23:02:14	Atlanta	10.0.0.1	51617	Texas	10.0.0.29	80	HTTP	UDP	2782
2010-12-01 23:02:15	Atlanta	10.0.0.1	52223	Texas	10.0.0.28	80	HTTP	UDP	4032
2010-12-01 23:02:16	Atlanta	10.0.0.1	53077	Texas	10.0.0.28	80	HTTP	UDP	4399
2010-12-01 23:02:17	Atlanta	10.0.0.1	57679	Texas	10.0.0.27	80	HTTP	UDP	4328
2010-12-01 23:02:18	Atlanta	10.0.0.1	59238	Texas	10.0.0.28	80	HTTP	UDP	5096
2010-12-01 23:02:19	Atlanta	10.0.0.1	61148	Texas	10.0.0.25	80	HTTP	UDP	2186
2010-12-01 23:02:20	Atlanta	10.0.0.1	49776	Texas	10.0.0.25	80	HTTP	UDP	3764
2010-12-01 23:02:21	Atlanta	10.0.0.1	61343	Texas	10.0.0.27	80	HTTP	UDP	4074
2010-12-01 23:02:22	Atlanta	10.0.0.1	57767	Texas	10.0.0.29	80	HTTP	UDP	3306
2010-12-01 23:02:23	Atlanta	10.0.0.1	51208	Texas	10.0.0.30	80	HTTP	UDP	3189
2010-12-01 23:02:24	Atlanta	10.0.0.1	63594	Texas	10.0.0.26	80	HTTP	UDP	2361
2010-12-01 23:02:25	Atlanta	10.0.0.1	63501	Texas	10.0.0.30	80	HTTP	UDP	4379
2010-12-01 23:02:26	Atlanta	10.0.0.1	59718	Texas	10.0.0.28	80	HTTP	UDP	3230
2010-12-01 23:02:27	Atlanta	10.0.0.1	59262	Texas	10.0.0.26	80	HTTP	UDP	5603
2010-12-01 23:02:28	Atlanta	10.0.0.1	49954	Texas	10.0.0.27	80	HTTP	UDP	4899
2010-12-01 23:02:29	Atlanta	10.0.0.1	61248	Texas	10.0.0.28	80	HTTP	UDP	2656
2010-12-01 23:02:30	Atlanta	10.0.0.1	64059	Texas	10.0.0.29	80	HTTP	UDP	2806
2010-12-01 23:02:31	Atlanta	10.0.0.1	53370	Texas	10.0.0.30	80	HTTP	UDP	5326
2010-12-01 23:02:32	Atlanta	10.0.0.1	62138	Texas	10.0.0.29	80	HTTP	UDP	5761
2010-12-01 23:02:33	Atlanta	10.0.0.1	56588	Texas	10.0.0.30	80	HTTP	UDP	4173
2010-12-01 23:02:34	Atlanta	10.0.0.1	63841	Texas	10.0.0.29	80	HTTP	UDP	3326
2010-12-01 23:02:35	Atlanta	10.0.0.1	50916	Texas	10.0.0.29	80	HTTP	UDP	5556
2010-12-01 23:02:36	Atlanta	10.0.0.1	56089	Texas	10.0.0.25	80	HTTP	UDP	4488
2010-12-01 23:02:37	Atlanta	10.0.0.1	56777	Texas	10.0.0.26	80	HTTP	UDP	2778
2010-12-01 23:02:38	Atlanta	10.0.0.1	57543	Texas	10.0.0.30	80	HTTP	UDP	4826
2010-12-01 23:02:39	Atlanta	10.0.0.1	58068	Texas	10.0.0.26	80	HTTP	UDP	5850
2010-12-01 23:02:40	Atlanta	10.0.0.1	55887	Texas	10.0.0.27	80	HTTP	UDP	5667
2010-12-01 23:02:41	Atlanta	10.0.0.1	50231	Texas	10.0.0.29	80	HTTP	UDP	2046
2010-12-01 23:02:42	Atlanta	10.0.0.1	51590	Texas	10.0.0.26	80	HTTP	UDP	2909
2010-12-01 23:02:43	Atlanta	10.0.0.1	54491	Texas	10.0.0.25	80	HTTP	UDP	5584
2010-12-01 23:02:44	Atlanta	10.0.0.1	59684	Texas	10.0.0.28	80	HTTP	UDP	5258
2010-12-01 23:02:45	Atlanta	10.0.0.1	55515	Texas	10.0.0.29	80	HTTP	UDP	4635
2010-12-01 23:02:46	Atlanta	10.0.0.1	53836	Texas	10.0.0.30	80	HTTP	UDP	2940
2010-12-01 23:02:47	Atlanta	10.0.0.1	55650	Texas	10.0.0.27	80	HTTP	UDP	3153
2010-12-01 23:02:48	Atlanta	10.0.0.1	60357	Texas	10.0.0.28	80	HTTP	UDP	4032
2010-12-01 23:02:49	Atlanta	10.0.0.1	63156	Texas	10.0.0.27	80	HTTP	UDP	3855
2010-12-01 23:02:50	Atlanta	10.0.0.1	57289	Texas	10.0.0.29	80	HTTP	UDP	5197
2010-12-01 23:02:51	Atlanta	10.0.0.1	60318	Texas	10.0.0.30	80	HTTP	UDP	3293
2010-12-01 23:02:52	Atlanta	10.0.0.1	61101	Texas	10.0.0.30	80	HTTP	UDP	4724
2010-12-01 23:02:53	Atlanta	10.0.0.1	55402	Texas	10.0.0.29	80	HTTP	UDP	2129
2010-12-01 23:02:54	Atlanta	10.0.0.1	58632	Texas	10.0.0.26	80	HTTP	UDP	4801
2010-12-01 23:02:55	Atlanta	10.0.0.1	62314	Texas	10.0.0.30	80	HTTP	UDP	3331
2010-12-01 23:02:56	Atlanta	10.0.0.1	62887	Texas	10.0.0.30	80	HTTP	UDP	5673
2010-12-01 23:02:57	Atlanta	10.0.0.1	55596	Texas	10.0.0.30	80	HTTP	UDP	2693
2010-12-01 23:02:58	Atlanta	10.0.0.1	52934	Texas	10.0.0.25	80	HTTP	UDP	4090
2010-12-01 23:02:59	Atlanta	10.0.0.1	58650	Texas	10.0.0.29	80	HTTP	UDP	3142
2010-12-01 23:03:00	Atlanta	10.0.0.1	50097	Texas	10.0.0.28	80	HTTP	UDP	3872
2010-12-01 23:03:01	Atlanta	10.0.0.1	51347	Texas	10.0.0.26	80	HTTP	UDP	4920
2010-12-01 23:03:02	Atlanta	10.0.0.1	63236	Texas	10.0.0.29	80	HTTP	UDP	3398
2010-12-01 23:03:03	Atlanta	10.0.0.1	53304	Texas	10.0.0.29	80	HTTP	UDP	4651
2010-12-01 23:03:04	Atlanta	10.0.0.1	55690	Texas	10.0.0.26	80	HTTP	UDP	3855
2010-12-01 23:03:05	Atlanta	10.0.0.1	55372	Texas	10.0.0.27	80	HTTP	UDP	2498
2010-12-01 23:03:06	Atlanta	10.0.0.1	56815	Texas	10.0.0.28	80	HTTP	UDP	3182
2010-12-01 23:03:07	Atlanta	10.0.0.1	60557	Texas	10.0.0.29	80	HTTP	UDP	3743
2010-12-01 23:03:08	Atlanta	10.0.0.1	64842	Texas	10.0.0.25	80	HTTP	UDP	2355
2010-12-01 23:03:09	Atlanta	10.0.0.1	56483	Texas	10.0.0.25	80	HTTP	UDP	2579
2010-12-01 23:03:10	Atlanta	10.0.0.1	52945	Texas	10.0.0.26	80	HTTP	UDP	4496
2010-12-01 23:03:11	Atlanta	10.0.0.1	63727	Texas	10.0.0.30	80	HTTP	UDP	2882
2010-12-01 23:03:12	Atlanta	10.0.0.1	54484	Texas	10.0.0.28	80	HTTP	UDP	3814
2010-12-01 23:03:13	Atlanta	10.0.0.1	52835	Texas	10.0.0.26	80	HTTP	UDP	2326
2010-12-01 23:03:14	Atlanta	10.0.0.1	55572	Texas	10.0.0.28	80	HTTP	UDP	2432
2010-12-01 23:03:15	Atlanta	10.0.0.1	59535	Texas	10.0.0.25	80	HTTP	UDP	5321
2010-12-01 23:03:16	Atlanta	10.0.0.1	60150	Texas	10.0.0.25	80	HTTP	UDP	4936
2010-12-01 23:03:17	Atlanta	10.0.0.1	50522	Texas	10.0.0.27	80	HTTP	UDP	5747
2010-12-01 23:03:18	Atlanta	10.0.0.1	55069	Texas	10.0.0.25	80	HTTP	UDP	3696
2010-12-01 23:03:19	Atlanta	10.0.0.1	50079	Texas	10.0.0.29	80	HTTP	UDP	4369
2010-12-01 23:03:20	Atlanta	10.0.0.1	62790	Texas	10.0.0.28	80	HTTP	UDP	3100
2010-12-01 23:03:21	Atlanta	10.0.0.1	52844	Texas	10.0.0.30	80	HTTP	UDP	3696
2010-12-01 23:03:22	Atlanta	10.0.0.1	51410	Texas	10.0.0.26	80	HTTP	UDP	5558
2010-12-01 23:03:23	Atlanta	10.0.0.1	50005	Texas	10.0.0.28	80	HTTP	UDP	5082
2010-12-01 23:03:24	Atlanta	10.0.0.1	61534	Texas	10.0.0.28	80	HTTP	UDP	2778
2010-12-01 23:03:25	Atlanta	10.0.0.1	51593	Texas	10.0.0.25	80	HTTP	UDP	3156
2010-12-01 23:03:26	Atlanta	10.0.0.1	63180	Texas	10.0.0.28	80	HTTP	UDP	5759
2010-12-01 23:03:27	Atlanta	10.0.0.1	64477	Texas	10.0.0.30	80	HTTP	UDP	3415
2010-12-01 23:03:28	Atlanta	10.0.0.1	49418	Texas	10.0.0.25	80	HTTP	UDP	5460
2010-12-01 23:03:29	Atlanta	10.0.0.1	55998	Texas	10.0.0.26	80	HTTP	UDP	4077
2010-12-01 23:03:30	Atlanta	10.0.0.1	57793	Texas	10.0.0.25	80	HTTP	UDP	3983
2010-12-01 23:03:31	Atlanta	10.0.0.1	55443	Texas	10.0.0.27	80	HTTP	UDP	3921
2010-12-01 23:03:32	Atlanta	10.0.0.1	64484	Texas	10.0.0.29	80	HTTP	UDP	2956
2010-12-01 23:03:33	Atlanta	10.0.0.1	51368	Texas	10.0.0.27	80	HTTP	UDP	5837
2010-12-01 23:03:34	Atlanta	10.0.0.1	61405	Texas	10.0.0.28	80	HTTP	UDP	5252
2010-12-01 23:03:35	Atlanta	10.0.0.1	61574	Texas	10.0.0.28	80	HTTP	UDP	4717
2010-12-01 23:03:36	Atlanta	10.0.0.1	60732	Texas	10.0.0.30	80	HTTP	UDP	3139
2010-12-01 23:03:37	Atlanta	10.0.0.1	51816	Texas	10.0.0.28	80	HTTP	UDP	5171
2010-12-01 23:03:38	Atlanta	10.0.0.1	62329	Texas	10.0.0.29	80	HTTP	UDP	3131
2010-12-01 23:03:39	Atlanta	10.0.0.1	56557	Texas	10.0.0.27	80	HTTP	UDP	5710
2010-12-01 23:03:40	Atlanta	10.0.0.1	58879	Texas	10.0.0.26	80	HTTP	UDP	3901
2010-12-01 23:03:41	Atlanta	10.0.0.1	50856	Texas	10.0.0.27	80	HTTP	UDP	5552
2010-12-01 23:03:42	Atlanta	10.0.0.1	60626	Texas	10.0.0.25	80	HTTP	UDP	3781
2010-12-01 23:03:43	Atlanta	10.0.0.1	52548	Texas	10.0.0.28	80	HTTP	UDP	2532
2010-12-01 23:03:44	Atlanta	10.0.0.1	60804	Texas	10.0.0.27	80	HTTP	UDP	2603
2010-12-01 23:03:45	Atlanta	10.0.0.1	53518	Texas	10.0.0.25	80	HTTP	UDP	3317
2010-12-01 23:03:46	Atlanta	10.0.0.1	60155	Texas	10.0.0.29	80	HTTP	UDP	2257
2010-12-01 23:03:47	Atlanta	10.0.0.1	55573	Texas	10.0.0.25	80	HTTP	UDP	5341
2010-12-01 23:03:48	Atlanta	10.0.0.1	55252	Texas	10.0.0.26	80	HTTP	UDP	5460
2010-12-01 23:03:49	Atlanta	10.0.0.1	55375	Texas	10.0.0.30	80	HTTP	UDP	4933
2010-12-01 23:03:50	Atlanta	10.0.0.1	63554	Texas	10.0.0.28	80	HTTP	UDP	3657
2010-12-01 23:03:51	Atlanta	10.0.0.1	52757	Texas	10.0.0.28	80	HTTP	UDP	3940
2010-12-01 23:03:52	Atlanta	10.0.0.1	57002	Texas	10.0.0.25	80	HTTP	UDP	4934
2010-12-01 23:03:53	Atlanta	10.0.0.1	53127	Texas	10.0.0.25	80	HTTP	UDP	3357
2010-12-01 23:03:54	Atlanta	10.0.0.1	55984	Texas	10.0.0.26	80	HTTP	UDP	3476
2010-12-01 23:03:55	Atlanta	10.0.0.1	54393	Texas	10.0.0.26	80	HTTP	UDP	5047
2010-12-01 23:03:56	Atlanta	10.0.0.1	52513	Texas	10.0.0.28	80	HTTP	UDP	4088
2010-12-01 23:03:57	Atlanta	10.0.0.1	56114	Texas	10.0.0.26	80	HTTP	UDP	2940
2010-12-01 23:03:58	Atlanta	10.0.0.1	51979	Texas	10.0.0.27	80	HTTP	UDP	4657
2010-12-01 23:03:59	Atlanta	10.0.0.1	51445	Texas	10.0.0.29	80	HTTP	UDP	3955
2010-12-01 23:04:00	Atlanta	10.0.0.1	53987	Texas	10.0.0.28	80	HTTP	UDP	5811
2010-12-01 23:04:01	Atlanta	10.0.0.1	63380	Texas	10.0.0.29	80	HTTP	UDP	5435
2010-12-01 23:04:02	Atlanta	10.0.0.1	63224	Texas	10.0.0.29	80	HTTP	UDP	4381
2010-12-01 23:04:03	Atlanta	10.0.0.1	56686	Texas	10.0.0.30	80	HTTP	UDP	3147
2010-12-01 23:04:04	Atlanta	10.0.0.1	64799	Texas	10.0.0.30	80	HTTP	UDP	3959
2010-12-01 23:04:05	Atlanta	10.0.0.1	55116	Texas	10.0.0.26	80	HTTP	UDP	3947
2010-12-01 23:04:06	Atlanta	10.0.0.1	59761	Texas	10.0.0.26	80	HTTP	UDP	3509
